"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"Lido di Lugano","Fitness","Via Lido, 6900 Lugano, Svizzera","+41 58 866 68 80","Orari da verificare","https://www.lugano.ch/cultura-tempo-libero/sport/lidi-e-piscine/lido-di-lugano.html","46.005144000000001","8.9635560000000005"
"Lido e Piscina Comunale Conca d'Oro","Nuoto","Riva Paradiso 9, 6900 Paradiso, Svizzera","+41 91 993 07 95","Lun 09:30-19:45 | Mar 09:30-19:45 | Mer 09:30-19:45 | Gio 09:30-19:45 | Ven 09:30-19:45 | Sab 09:30-19:45 | Dom 09:30-19:45","https://www.luganoregion.com/it/commons/details/Lido-e-piscina-Comunale-Conca-d'Oro,-Paradiso/1525","45.988804999999999","8.9544540000000001"
"Lido Locarno - CBR Centro Balneare Regionale","Nuoto","Via Gioacchino Respini 11, 6600 Locarno, Svizzera","+41 91 759 90 00","Lun 08:30-20 | Mar 07:30-20 | Mer 08:30-20 | Gio 07:30-20 | Ven 08:30-20 | Sab 08:30-20 | Dom 08:30-20","http://www.lidolocarno.ch/","46.161625999999998","8.8032380000000003"
"Lido Pallone","Nuoto","Via Foce, 6900 Lugano, Svizzera","+41 58 866 68 90","Lun 07-17 | Mar 07-21 | Mer 07-17 | Gio 07-17 | Ven 07-17 | Sab 12-19 | Dom 10-19","http://www.luganosport.ch/dicastero/Le-nostre-strutture/Lidi-e-piscine/Lido-Pallone.html","46.004013999999998","8.9616150000000001"
"Lido Pubblico","Fitness","Via Mirasole 20, 6500 Bellinzona, Svizzera","+41 58 203 17 13","Orari da verificare","https://sport.bellinzona.ch/","46.198045","9.0182020000000005"
"Lido Riva Caccia","Fitness","Riva Antonio Caccia 6900, 6900 Lugano, Svizzera","+41 91 921 04 28","Orari da verificare","https://www.gabbani.com/ristoranti--bar/lido-riva-caccia/","45.995717999999997","8.9471380000000007"
"Lido San Domenico","Fitness","Sentiero di Gandria 12, 6976 Castagnola, Svizzera","+41 58 866 69 14","Orari da verificare","https://www.instagram.com/labuvette_lsd/","46.002192999999998","8.9889159999999997"
"Life Changer Just Training","Fitness","Via Vincenzo d'Alberti 1, 6830 Chiasso, Svizzera","+41 78 867 04 99","Lun 05:30-22 | Mar 05:30-22 | Mer 05:30-22 | Gio 05:30-22 | Ven 09-22 | Sab 05:30-22 | Dom chiuso","https://www.lifechanger-jt.ch/","45.836345000000001","9.0245359999999994"
"Life Club","Fitness","Via Emilio Bossi 50, 6830 Chiasso, Svizzera","+41 91 630 61 83","Orari da verificare","http://life-club.ch/collaborazioni","45.836973999999998","9.0317260000000008"
"Life Club - Open 24H | Centro Fitness","Fitness","Via Dante Alighieri 1, 6830 Chiasso, Svizzera","+41 91 683 32 88","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://www.life-club.ch/","45.836531999999998","9.0271589999999993"
"LifeArea concept","Fitness","Via Ponte Tresa 35, 6924 Sorengo, Svizzera","+41 91 923 68 68","Lun 08:30-20 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-18:30 | Sab 08:30-17 | Dom chiuso","http://www.lifearea.ch/","45.996499999999997","8.9355609999999999"
"LIFEvillage","Fitness","Via XX Settembre, 12, 21013 Gallarate VA, Italia","+39 0331 185 2014","Lun 07-22:30 | Mar 08:30-22:30 | Mer 07-22:30 | Gio 07-22:30 | Ven 08:30-22:30 | Sab 09-19 | Dom 09-19","http://www.lifevillage.eu/","45.661721","8.7932290000000002"
"Lions Club Luino","Fitness","Via Martiri, 40, 21016 Luino VA, Italia","","Orari da verificare","http://www.lionsluino.it/it/I-presidenti-e-i-soci.htm","45.990057999999998","8.7515169999999998"
"Lo Studio di Tita","Pilates","Corso Bello 8, 6850 Mendrisio, Svizzera","+41 79 353 97 78","Orari da verificare","http://www.titalurati.ch/","45.869743","8.9880510000000005"
"LRPool's","Fitness","Via Varazze, 13, 21052 Busto Arsizio VA, Italia","+39 342 104 1023","Lun 08-19:30 | Mar 08-19:30 | Mer 08-19:30 | Gio 08-19:30 | Ven 08-19:30 | Sab 08-16:30 | Dom chiuso","https://www.instagram.com/lrpools.d.rligsh=dGZrdW11dmw2ZzBi","45.589275999999998","8.8458059999999996"
"Luca Brandi Personal Trainer","Fitness","Via Rodolfo Gallazzi, 1, 21052 Busto Arsizio VA, Italia","+39 346 887 4018","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 08-13 | Dom chiuso","https://www.lucabrandipersonaltrainer.it/","45.618791999999999","8.8501030000000007"
"Luce Pilates Studio","Pilates","Via Giovanni Virginio Schiaparelli, 13, 21013 Gallarate VA, Italia","+39 346 972 6309","Lun 08-19 | Mar 09-20 | Mer 08-20 | Gio 15-20 | Ven 08-14:30 | Sab chiuso | Dom chiuso","http://www.instagram.com/lucepilatesstudio","45.668098999999998","8.7850800000000007"
"Lugano Aquatics","Nuoto","Viale Castagnola 4, 6900 Lugano, Svizzera","+41 91 970 16 53","Lun 09-12, 13:30-18:30 | Mar 09-12, 13:30-18 | Mer 09-12, 13-18:30 | Gio 09-12, 13:30-18:30 | Ven 09-12, 13:30-18:30 | Sab chiuso | Dom chiuso","https://corsi.lugano-aquatics.ch/","46.005378999999998","8.9622589999999995"
"Lugano Beach Tennis","Fitness","Via Maraini, 6963 Lugano, Svizzera","+41 76 319 33 79","Lun 17-22:30 | Mar 17-22:30 | Mer 17-22:30 | Gio 17-22:30 | Ven 17-22:30 | Sab 17-22:30 | Dom 17-22:30","http://www.luganobeachtennis.ch/","46.026274999999998","8.9676629999999999"
"Lugano Pilates","Pilates","Via Ceresio 42, 6963 Lugano, Svizzera","+41 79 680 49 99","Lun 08:30-19:30 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-18 | Sab 08:30-10:30 | Dom chiuso","http://www.luganopilates.com/","46.021529000000001","8.9666119999999996"
"LUGANO SCHERMA","Scherma","Via Serafino Balestra 24, 6900 Lugano, Svizzera","+41 76 509 97 85","Lun 17-21 | Mar 17-21 | Mer 14-21 | Gio 17-21 | Ven 17-21 | Sab 10-14 | Dom chiuso","http://www.luganoscherma.ch/","46.007396","8.9588739999999998"
"Lugano Wellness","Fitness","c/o Planet Wellness Village, Via Senago 17A, 6912 Pazzallo, Svizzera","+41 91 994 74 84","Orari da verificare","https://www.luganowellness.ch/","45.983412000000001","8.9373380000000004"
"MABA Cycling center","Fitness","Viale Lombardia, 49, 21013 Gallarate VA, Italia","+39 0331 774513","Lun 19-19:55 | Mar 19-19:55, 20:10-21 | Mer 19-19:55, 20:10-21 | Gio 19:30-20:25 | Ven 19-19:55 | Sab chiuso | Dom 10:30-12:45","http://www.mabacyclingcenter.com/","45.659449000000002","8.8085039999999992"
"MAD Studio Health & Fitness","Fitness","Via Avogadro, 28, 21047 Saronno VA, Italia","+39 351 631 0997","Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 07-15 | Dom chiuso","http://www.madsaronno.com/","45.615786999999997","9.0273240000000001"
"MADDYFIT","Pilates","Corso S. Gottardo 46/h, 6830 Chiasso, Svizzera","+41 77 261 30 24","Lun 09:30-20 | Mar 10:30-16 | Mer 16-20 | Gio 09:30-14:30 | Ven 08:30-16 | Sab chiuso | Dom chiuso","http://www.maddyfit.ch/","45.834705999999997","9.0289610000000007"
"Maestro Cavallaro","Fitness","Via S. Maurizio, 6983 Bioggio, Svizzera","+41 79 621 63 50","Lun 17:30-20:30 | Mar chiuso | Mer chiuso | Gio 17:30-20:30 | Ven chiuso | Sab chiuso | Dom chiuso","","46.014389999999999","8.9061900000000005"
"Magister Sport Barasso S.R.L.","Fitness","Via Ferruccio Bolchini, 21020 Barasso VA, Italia","+39 344 554 8037","Lun 09:30-22 | Mar 09:30-22 | Mer 09:30-22 | Gio 09:30-22 | Ven 09:30-22 | Sab 09-19:30 | Dom 09-19:30","https://www.magistersport.com/","45.845084","8.7576859999999996"
"Mamasté Spirit","Yoga","Viale A. Volta 1, 6830 Chiasso, Svizzera","","Orari da verificare","","45.833700999999998","9.0312429999999999"
"Mamasté Spirit","Yoga","Via Fola 2, 6963 Pregassona, Svizzera","+41 79 594 06 25","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","http://www.mamastespirit.com/","46.017634000000001","8.9639399999999991"
"Mangrove Academy","JiuJitsu Brasiliano","Via Besso 42, 6900 Lugano, Svizzera","","Orari da verificare","https://www.mangroveacademy.ch/","46.007016","8.941741"
"MantaPool","Fitness","Riva Paradiso 2, 6900 Paradiso, Svizzera","+41 78 790 33 39","Orari da verificare","","45.992704000000003","8.9461790000000008"
"Marco Borner Personal Trainer, Nutrizionista*, Strength & Conditioning Divulgatore Scientifico **","Fitness","Via Serrai 7, 6592 Sant'Antonino, Svizzera","+41 79 721 11 82","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","","46.154504000000003","8.9639819999999997"
"Martino Mangini - Personal Trainer","Fitness","Via al Chioso 8, 6900 Lugano, Svizzera","+41 76 457 05 81","Orari da verificare","http://www.martinomangini.com/","46.008727","8.9617039999999992"
"Master Boxe","Boxe | Fitness","Via Contardo Ferrini, n 44, 21052 Busto Arsizio VA, Italia","+39 338 751 6577","Lun 10-12, 17:30-20:30 | Mar 17:30-20:30 | Mer 10-12, 17:30-20:30 | Gio 17:30-22 | Ven 10-12, 17:30-20:30 | Sab chiuso | Dom chiuso","https://www.masterboxe.it/","45.597442000000001","8.8554929999999992"
"Master Boxe","Boxe","Master Boxe, Via Contardo Ferrini, Cascina Brughetto, Santa Croce, Busto Arsizio, Varese, Lombardia, 21052, Italia","","Orari da verificare","","45.597407","8.855455"
"Matteo Castelli Fit Lab","Fitness","Via Visconti, 25a, 21047 Saronno VA, Italia","+39 345 447 0093","Lun 07-21 | Mar 06-21 | Mer 06-21 | Gio 06-21 | Ven 06-21 | Sab 08-18:30 | Dom chiuso","https://matteocastellifitlab.it/","45.626530000000002","9.0424480000000003"
"Maura Pilates","Pilates","Via dei Pioppi 10, 6616 Losone, Svizzera","+41 79 519 33 75","Lun 08-17 | Mar 08-20 | Mer 08-20 | Gio 08-17 | Ven 08-17 | Sab chiuso | Dom chiuso","https://www.maurapilates.ch/","46.167523000000003","8.7714800000000004"
"MA-ZONE","Fitness","Via Morazzone, 19, 21045 Gazzada Schianno VA, Italia","","Lun 05-21 | Mar 05-21 | Mer 05-21 | Gio 05-21 | Ven 05-21 | Sab 05-21 | Dom 05-21","http://www.ma-zone.it/","45.775315999999997","8.8239239999999999"
"MB Tennis Team","Fitness","Via Previati, 9, 21056 Induno Olona VA, Italia","+39 0332 202400","Orari da verificare","","45.854799","8.8423859999999994"
"Mendrisiotto Nuoto (NUM)","Nuoto","Scuole Comunali, Viale Canavee 9, 6850 Mendrisio, Svizzera","+41 91 646 08 10","Orari da verificare","https://www.mendrisiottonuoto.ch/","45.865647000000003","8.9845039999999994"
"Mercato di Tradate","Fitness","Via Silvio Pellico, 13, 21049 Tradate VA, Italia","","Lun chiuso | Mar chiuso | Mer chiuso | Gio 06-14 | Ven chiuso | Sab chiuso | Dom chiuso","","45.710152999999998","8.9027189999999994"
"Mexican Boxing Club","Boxe","Summer Village 7, 6992 Vernate, Svizzera","+41 76 561 55 25","Lun 07:30-20:30 | Mar 07:30-20:30 | Mer 07:30-20:30 | Gio 07:30-20:30 | Ven 07:30-20:30 | Sab chiuso | Dom chiuso","http://mexicanboxingclub.ch/","45.99235","8.888206"
"MICHELA CARBONE","Pilates","Via Monte San Martino, 56, 21013 Gallarate VA, Italia","+39 347 591 0552","Lun 09-21 | Mar 09-21 | Mer 09-21 | Gio 09-21 | Ven 09-21 | Sab 10-18 | Dom chiuso","http://www.danzagallarate.it/","45.673805999999999","8.7781350000000007"
"Michela.CalmYogaBreath","Yoga","Via Antonio Vanoni 3, 6900 Lugano, Svizzera","+41 79 729 73 08","Lun 08:30-20 | Mar 08:30-20 | Mer 09-17 | Gio 09-17 | Ven 09-17 | Sab chiuso | Dom chiuso","http://www.calmyogabreath.com/","46.010964999999999","8.9536359999999995"
"Mila Flex","Pilates","Via del Tiglio 33, 6900 Lugano, Svizzera","+41 79 530 50 75","Lun 07:30-21 | Mar 09-21 | Mer 09-21 | Gio 07:30-21 | Ven 09-20 | Sab 09-14 | Dom chiuso","https://www.milaflex.com/","46.007967000000001","8.96631"
"Millennium Wellness Gallarate","Fitness","Via Madonna in Campagna, 10, 21013 Gallarate VA, Italia","+39 0331 782040","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 09-18 | Dom 09-14","https://www.millenniumgallarate.it/","45.648310000000002","8.8038749999999997"
"Mind Your Body - Sara D'Agostino Speziali","Pilates","Via Benvenuto Cellini, 4, 21052 Busto Arsizio VA, Italia","+39 347 072 2715","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","","45.612487000000002","8.8660720000000008"
"Mindful Movement - Pilates Fitness Massagno","Pilates | Fitness","Via Guisan 33, 6900 Massagno, Svizzera","+41 78 975 19 87","Lun 08-21 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","https://pilates-fitness-lugano.ch/","46.012073999999998","8.9359439999999992"
"MioClub Cassano Magnago","Fitness","Via Pietro Nenni, 8, 21012 Cassano Magnago VA, Italia","+39 0331 281081","Lun 07:30-21:30 | Mar 06:30-21:30 | Mer 07:30-21:30 | Gio 06:30-21:30 | Ven 07:30-21:30 | Sab 08:30-18:30 | Dom 09-13:30","http://www.mioclub.org/","45.662194","8.8223920000000007"
"MioClub Tradate","Fitness","Via dei Pradacci, SNC, 21049 Tradate VA, Italia","+39 0331 841330","Lun 08:30-22 | Mar 08:30-21:30 | Mer 08:30-22 | Gio 08:30-21:30 | Ven 08:30-21:30 | Sab 08:30-18:30 | Dom 09:30-14","http://www.mioclub.org/","45.703724999999999","8.9024280000000005"
"Moby Dick Sagl","Nuoto","Via Massagno 36, 6900 Lugano, Svizzera","+41 91 941 00 02","Lun 08:30-12:30, 13:30-17:30 | Mar 08:30-12:30, 13:30-17:30 | Mer 08:30-12:30, 13:30-17:30 | Gio 08:30-12:30, 13:30-17:30 | Ven 08:30-12:30, 13:30-17:30 | Sab 08:30-12:30 | Dom chiuso","","46.011029999999998","8.9482909999999993"
"Momò Boxing Club","Boxe","Via al Gas 10, 6850 Mendrisio, Svizzera","+41 76 360 76 36","Lun 18:30-21:30 | Mar 18-20 | Mer 18-20 | Gio 18:30-21:30 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.momoboxingclub.ch/","45.871693999999998","8.9790290000000006"
"Momo Factory Gym Sagl","Fitness","Via al Gas 10, 6850 Mendrisio, Svizzera","+41 91 646 74 95","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://momofactorygym.ch/","45.871527999999998","8.9789259999999995"
"Mo-Movi Associazione Centro del Movimento","Fitness","Via Emilio Bossi 33, 6830 Chiasso, Svizzera","+41 91 640 51 40","Lun 12:30-17 | Mar 08:30-11, 12:30-17 | Mer 08:30-11, 12:30-17 | Gio 12:30-17 | Ven 08:30-11, 12:30-17 | Sab chiuso | Dom chiuso","https://www.momovi.ch/","45.836351000000001","9.0316639999999992"
"Monate Piscine Srl","Fitness","Via Manzoni, 10, 21018 Sesto Calende VA, Italia","+39 0331 913696","Lun 15-18 | Mar 09-12, 15-18 | Mer 09-12, 15-18 | Gio 09-12, 15-18 | Ven 09-12, 15-18 | Sab 09-12 | Dom chiuso","https://www.monatepiscine.com/","45.724694999999997","8.6425769999999993"
"Mono Yoga","Yoga","Via Francesco Borella 13, 6850 Mendrisio, Svizzera","+41 76 708 46 30","Orari da verificare","http://www.monoyoga.ch/","45.869416999999999","8.9858349999999998"
"Monte Generoso, via Ferrata Angelino","Fitness","22028 San Fedele Intelvi CO, Italia","","Orari da verificare","","45.933874000000003","9.0212959999999995"
"Mood","Fitness","Corso Elvezia 37, 6900 Lugano, Svizzera","+41 79 519 85 79","Lun 05-21 | Mar 05-21 | Mer 05-21 | Gio 05-21 | Ven 05-20 | Sab 08-18 | Dom chiuso","https://www.instagram.com/moodlugano/","46.010779999999997","8.956061"
"Moti, yoga e danza Saronno","Yoga","Via S. Francesco, 15, 21047 Saronno VA, Italia","+39 349 288 7186","Lun 09-21 | Mar 10-12, 19-21 | Mer 17:30-20:30 | Gio chiuso | Ven 10-12, 18:30-20 | Sab chiuso | Dom chiuso","https://www.luanabruno.it/","45.632993999999997","9.0325399999999991"
"MoveWellness","Fitness","Via Alessandro Volta, 44, 21022 Azzate VA, Italia","+39 348 568 5098","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-19 | Ven 09-19 | Sab 09-19 | Dom chiuso","http://www.movewellness.it/","45.781049000000003","8.7958029999999994"
"Movimenti S.S.D.","Fitness","Via Giuseppe Verdi, 1, 21010 Germignaga VA, Italia","+39 0332 537720","Lun 07-21:30 | Mar 07-21:30 | Mer 07-21:30 | Gio 07-21:30 | Ven 07-21:30 | Sab 09-14 | Dom 09-13","http://www.movimenti.it/","45.991396000000002","8.7350940000000001"
"Mrs. Jana Bickhard-Bottinelli Yoga","Yoga","Via Giuseppe Cattori 4, 6600 Locarno, Svizzera","+41 76 316 33 21","Orari da verificare","http://www.abc-yoga.com/","46.168940999999997","8.7993839999999999"
"Mrs.Sporty Saronno - Palestra per Sole Donne","Fitness","Via Giuseppe Verdi, 2, 21047 Saronno VA, Italia","+39 391 483 5048","Lun 08-14, 15:30-19:30 | Mar 09-14:30, 16-20 | Mer 08-14, 15:30-19:30 | Gio 09-14:30, 16-20 | Ven 08-14, 15:30-19:30 | Sab 09-13 | Dom chiuso","http://www.mrssporty.it/club871","45.628363","9.0345440000000004"
"Mstore","Fitness","Via Giuseppe Mazzini, 5, 21013 Gallarate VA, Italia","+39 0331 786066","Orari da verificare","","45.660896000000001","8.7896000000000001"
"Mu Mun Kwan Iaido e Kendo Ticino","Fitness","Via Serafino Balestra 7, 6900 Lugano, Svizzera","+41 79 823 44 67","Lun 18-20 | Mar chiuso | Mer chiuso | Gio 18-20 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.mumunkwan.org/","46.008251999999999","8.9542160000000006"
"MWM Magic Wow Moment - Trainer di camminata metabolica e massaggiatrice","Fitness","Via Luganetto 4, 6962 Viganello, Svizzera","+41 78 244 33 69","Lun 09-17:30 | Mar 10:30-11, 14-16:30 | Mer 09-17:30 | Gio 09-15 | Ven 10-18 | Sab 09-15 | Dom chiuso","https://magicwowmoment.ch/","46.010992999999999","8.9608570000000007"
"MY IDEAL TRAVELING & SEJOURS AYURVEDIQUES - Cures Ayurvédiques -Yoga & Ayurveda Retreats, Wellness and Healing Holidays","Yoga","Via Nassa 62, 6900 Lugano, Svizzera","+41 78 972 52 00","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-19 | Ven 09-19 | Sab 09-13 | Dom chiuso","https://www.myidealtraveling.com/holistic-travel/","46.001092999999997","8.9493310000000008"
"My Workout con la Manu - di Manuela Clericò","Fitness","Via Monda 2, 6592 Sant'Antonino, Svizzera","+41 78 843 98 17","Lun 09-22 | Mar 09-22 | Mer 09-22 | Gio 09-22 | Ven 09-22 | Sab 09-22 | Dom chiuso","https://my-workout.ch/","46.157798","8.9779319999999991"
"MYND Coaching & Strategies","Fitness","Via Lugano 17, 6500 Bellinzona, Svizzera","+41 78 652 44 34","Lun 08:30-19 | Mar 08:30-19 | Mer 08:30-19 | Gio 08:30-19 | Ven 08:30-19 | Sab 08:30-19 | Dom chiuso","http://www.myndcoaching.com/","46.187398000000002","9.0205859999999998"
"NAIL AND MORE di Vasile Giusi - Bellinzona","Fitness","Viale Portone 15, 6500 Bellinzona, Svizzera","+41 79 251 14 42","Lun chiuso | Mar 09-18:30 | Mer 09-18:30 | Gio 09-18:30 | Ven 09-18:30 | Sab 09-17 | Dom chiuso","https://www.instagram.com/giusivasile/hl=it","46.193584999999999","9.0205780000000004"
"Natur Yoga","Yoga","Viale Padre G. B. Aguggiari, 162, 21100 Varese VA, Italia","+39 340 834 1106","Lun 09-13:30, 15-19:30 | Mar 09-13:30, 15-19:30 | Mer 09-13:30, 15-19:30 | Gio 09-13:30, 15-19:30 | Ven 09-13:30, 15-19:30 | Sab 09-13 | Dom chiuso","https://www.naturyoga.eu/","45.838053000000002","8.8172280000000001"
"Naturelle medicina naturale","Fitness","Viale Padre G. B. Aguggiari, 162, 21100 Varese VA, Italia","+39 340 834 1106","Lun 09-13, 15-19 | Mar 09-13, 15-19 | Mer 09-13, 15-19 | Gio 15-19 | Ven 09-13, 15-19 | Sab 09-13 | Dom chiuso","http://www.naturellemedicinanaturale.it/","45.838053000000002","8.8172280000000001"
"Nel Momento Yoga e Mindfulness","Yoga","Via Cesare Battisti, 44, 21045 Gazzada Schianno VA, Italia","+39 335 695 5653","Orari da verificare","https://nelmomento.com/","45.769609000000003","8.8190469999999994"
"New Body Extreme","Fitness","Via Giacomo Puccini, 4A, 21016 Luino VA, Italia","+39 0332 156 2015","Lun 09-21 | Mar 09-21 | Mer 09-21 | Gio 09-21 | Ven 09-21 | Sab 09-12:30 | Dom 09:30-12:30","","45.999209","8.7378230000000006"
"New Centro Fitness - Power Gym","Fitness","Via ai Salici 3, 6514 Sementina, Svizzera","+41 79 214 65 51","Lun 04-00 | Mar 04-00 | Mer 04-00 | Gio 04-00 | Ven 04-00 | Sab 04-00 | Dom 04-00","https://www.newcentrofitness-powergym.ch/","46.177140999999999","8.9978250000000006"
"New Life Style","Fitness","Via Magenta, 27, 21013 Gallarate VA, Italia","+39 338 213 5945","Lun 08:30-00:30 | Mar 08:30-13, 15-19:30 | Mer 08:30-13, 15-19:30 | Gio 08:30-13, 15-19:30 | Ven 08:30-13, 15-19:30 | Sab 08:30-13, 15-19:30 | Dom chiuso","","45.651975999999998","8.7930930000000007"
"New Way Fitness","Fitness","Via Gerolamo Garoni, 7, 21100 Varese VA, Italia","+39 0332 281919","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-21:30 | Sab 08-18 | Dom 08-13","https://www.instagram.com/newwayfitnessvarese/","45.810180000000003","8.8188169999999992"
"NEXT BODY","Fitness","Via XI Febbraio, 2, 21052 Busto Arsizio VA, Italia","+39 348 858 1158","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 08-12 | Dom chiuso","","45.598599999999998","8.8456980000000005"
"Next Training Club Varese","Fitness","Piazza Alcide De Gasperi, 21050 Cantello VA, Italia","+39 375 672 6732","Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 07-13 | Dom chiuso","http://www.nexttrainingclub.it/","45.820269000000003","8.8945729999999994"
"Nicora Garden - Giardini - Piscine | Gazzada","Fitness","Via Gallarate, 26, 21045 Gazzada Schianno VA, Italia","+39 0332 461155","Lun 09-12:30, 14:30-19 | Mar 09-12:30, 14:30-19 | Mer 09-12:30, 14:30-19 | Gio 09-12:30, 14:30-19 | Ven 09-12:30, 14:30-19 | Sab 09-12:30, 14:30-19 | Dom 09-12:30, 14:30-19","http://www.nicoragarden.it/","45.772460000000002","8.8161919999999991"
"Nicora Garden - Giardini - Piscine | Varese","Fitness","Via Carnia, 133, 21100 Varese VA, Italia","+39 0332 265888","Lun 09-12:30, 14:30-19 | Mar 09-12:30, 14:30-19 | Mer 09-12:30, 14:30-19 | Gio 09-12:30, 14:30-19 | Ven 09-12:30, 14:30-19 | Sab 09-12:30, 14:30-19 | Dom 09-12:30, 14:30-19","http://www.nicoragarden.it/","45.806657000000001","8.8493390000000005"
"Nike Factory Store Mendrisio","Fitness","Via Angelo Maspoli 18, 6850 Mendrisio, Svizzera","+41 91 640 40 60","Lun 11-19 | Mar 11-19 | Mer 11-19 | Gio 11-19 | Ven 11-19 | Sab 11-19 | Dom 11-19","https://www.nike.com/ch/retail/s/nike-factory-store-mendrisiocp=61872410739_seo_%3Fcp%3D61872410739_seo_&y_source=1_NTU0OTc2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","45.874850000000002","8.9792710000000007"
"NonStop Gym Bellinzona","Fitness","Via S. Gottardo 112, 6500 Bellinzona, Svizzera","+41 91 835 82 30","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://nonstopgym.com/it","46.207887999999997","9.0385489999999997"
"NonStop Gym Lugano (The CLUB GetFIT)","Fitness","Via Ferruccio Pelli 2, 6900 Lugano, Svizzera","+41 91 924 21 01","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://www.nonstopgym.com/nostri-club/lugano-city/","46.007294000000002","8.9513409999999993"
"NonStop Gym Mendrisio","Fitness","Via Penate 7, 6850 Mendrisio, Svizzera","+41 91 646 78 27","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://www.nonstopgym.com/it/","45.876826999999999","8.9800109999999993"
"novantuno Studio - Pilates & BAZ","Pilates | Fitness","Via del Breggia 1, 6833 Vacallo, Svizzera","+41 91 682 36 47","Orari da verificare","http://www.novantuno.ch/","45.839478","9.0311789999999998"
"Numen Club","Fitness","Via Carlo Rossini, 3, 21049 Tradate VA, Italia","","Lun 08:30-18:30 | Mar 08:30-18:30 | Mer 08:30-18:30 | Gio 08:30-18:30 | Ven 08:30-18:30 | Sab 08:30-18:30 | Dom chiuso","https://numen-club.com/","45.718131999999997","8.8965700000000005"
"Nuoto Sport Locarno","Nuoto","Solduno, Locarno, Svizzera","+41 79 207 14 65","Lun 17-21 | Mar 17-21 | Mer 17-21 | Gio 17-21 | Ven 17-21 | Sab 10-12 | Dom chiuso","http://www.nuotosportlocarno.ch/","46.17004","8.7782149999999994"
"Obiettivo Salute Chiasso","Fitness","Viale A. Volta 16, 6830 Chiasso, Svizzera","+41 78 975 30 85","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-19 | Ven 09-19 | Sab chiuso | Dom chiuso","http://www.obiettivosalute.ch/","45.835250000000002","9.0338469999999997"
"OCHSNER SPORT","Fitness","Centro Lugano Sud, 6916 Grancia, Svizzera","+41 91 994 68 80","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-21 | Ven 09-19 | Sab 09-18:30 | Dom chiuso","https://www.ochsnersport.ch/de/shop/","45.974853000000003","8.9269669999999994"
"Official Clan Fitness Coldrerio & I-motion Club","Fitness","Via Mercole 6, 6877 Coldrerio, Svizzera","+41 76 222 63 24","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 09-14 | Dom chiuso","http://freeclubgiardino.jimdo.com/","45.854742999999999","8.9923350000000006"
